BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),status,Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label,Node Uptime,Transaction Velocity,Node Efficiency,Network Latency
5468684,1524145611,0.0,0,0,0,1,46,1233,89,2,45,1535,2818,26,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1659753391,0.020917586,1,0,1,1,53,1533,44,1,181,1746,5185,60,1,1569 days 12:49:40,7.374208175961586e-09,44.0,135607780.0
15450240,1656394310,0.003999711,1,1,0,1,37,1458,52,2,87,1572,2611,0,1,1530 days 15:44:59,-2.977004722422592e-07,0.0,-3359081.0
15450240,1655395068,0.413065,1,1,1,1,101,1670,55,1,71,1641,6757,50,1,1519 days 02:10:57,-1.00075857499985e-06,55.0,-999242.0
15450240,1656943921,0.586046086,1,1,1,1,100,1325,31,1,48,1503,4527,23,1,1537 days 00:25:10,6.456390632293704e-07,31.0,1548853.0
5865754,1524145611,0.0,1,0,0,1,67,1553,46,2,104,1449,2086,24,0,0 days 00:00:00,-7.530216310734677e-09,0.0,-132798310.0
15450240,1524145611,0.006006597,1,1,0,1,69,2403,57,1,96,2284,4061,28,0,0 days 00:00:00,0.0,0.0,0.0
6291989,1524145611,0.0,1,0,0,1,58,1704,78,1,85,1299,3701,0,0,0 days 00:00:00,0.0,0.0,0.0
5468684,1524145611,0.004680618,1,0,0,1,40,1134,81,2,76,1389,3333,0,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1657291789,0.502601479,1,1,1,1,107,2114,65,1,294,1540,5127,53,1,1541 days 01:02:58,7.510542285336948e-09,65.0,133146178.0
5939150,1527530460,0.006974339,1,0,0,0,38,1020,52,2,91,1574,3034,26,0,39 days 04:14:09,-7.706456212389749e-09,0.0,-129761329.0
15450240,1524145611,0.451729496,1,1,1,1,37,2604,77,2,98,1324,2900,55,0,0 days 00:00:00,-2.954341537835218e-07,77.0,-3384849.0
15326853,1656628392,0.477846055,1,1,1,1,36,1450,16,1,81,1487,5262,1,1,1533 days 08:46:21,7.548150729112487e-09,16.0,132482781.0
15450240,1645272634,0.513323741,1,0,0,0,45,1439,76,1,70,1316,3103,25,1,1401 days 22:23:43,-8.806105237536764e-08,0.0,-11355758.0
15450240,1648039802,0.553353718,1,1,1,1,44,2589,59,1,99,3194,7018,54,1,1433 days 23:03:11,3.613802992807087e-07,59.0,2767168.0
14743712,1651491962,0.0,0,0,0,1,42,961,55,2,102,1679,2556,25,0,1473 days 21:59:11,2.896737115313311e-07,0.0,3452160.0
15450240,1652098974,0.479819893,1,1,0,1,33,1277,62,1,85,1678,3199,56,1,1480 days 22:36:03,1.647413889675987e-06,0.0,607012.0
15450240,1661999151,0.507784533,1,1,1,1,44,1018,66,1,100,2452,4888,52,1,1595 days 12:39:00,1.0100829510421885e-07,66.0,9900177.0
14896876,1531641258,0.485932099,1,1,1,1,32,1021,77,1,68,1489,4074,50,1,86 days 18:07:27,-7.671188732699141e-09,77.0,-130357893.0
6409026,1526114229,0.0,1,0,0,1,48,1183,50,2,122,1083,2221,0,1,22 days 18:50:18,-1.8092903076861005e-07,0.0,-5527029.0
15450240,1661999151,0.475249973,1,1,1,1,121,2051,79,1,87,2782,5789,58,1,1595 days 12:39:00,7.359168223241134e-09,79.0,135884922.0
15450240,1648369285,0.578491999,1,1,1,1,127,3850,49,3,70,1558,2743,30,1,1437 days 18:34:34,-7.336829283574762e-08,49.0,-13629866.0
6137401,1533733884,0.0,1,0,0,1,40,1565,59,3,90,1684,3384,30,0,110 days 23:24:33,-8.723308779632567e-09,0.0,-114635401.0
5859181,1524145611,0.013861981,1,0,0,1,67,955,64,2,53,1561,3376,0,0,0 days 00:00:00,-1.0429406838958383e-07,0.0,-9588273.0
15450240,1634565742,0.466570205,1,1,1,1,185,3850,67,1,105,1311,4120,59,1,1278 days 00:15:31,9.056319630702125e-09,67.0,110420131.0
5468684,1524145611,0.0,1,0,0,0,44,1498,73,2,73,1550,1736,0,0,0 days 00:00:00,-9.056319630702125e-09,0.0,-110420131.0
6113267,1524145611,0.001383525,1,0,0,0,67,1674,42,2,98,3139,1707,2,0,0 days 00:00:00,0.0,0.0,0.0
14786532,1589785870,0.561715301,0,1,0,1,50,1529,33,3,112,1550,5708,30,0,759 days 17:24:19,1.5234552928866415e-08,0.0,65640259.0
5468684,1524145611,0.0,1,0,0,1,58,1404,50,3,54,1418,4604,25,0,0 days 00:00:00,-1.5234552928866415e-08,0.0,-65640259.0
15450240,1661158517,0.52806796,1,1,1,1,68,1651,59,3,127,2984,3068,55,1,1585 days 19:08:26,7.298582514555233e-09,59.0,137012906.0
15450240,1656802840,0.50283531,1,0,1,1,38,2603,68,2,80,2432,5139,54,0,1535 days 09:13:49,-2.2958543528365401e-07,68.0,-4355677.0
6017961,1524145611,0.507046124,1,0,0,1,38,1620,49,3,123,1653,4436,26,1,0 days 00:00:00,-7.538224697879072e-09,0.0,-132657229.0
15450240,1612344536,0.452089606,1,0,0,0,45,1084,89,1,141,1272,5375,51,0,1020 days 19:42:05,1.1338006670716224e-08,0.0,88198925.0
15450240,1661540564,0.493765844,1,1,1,1,50,3850,75,1,83,2785,5467,52,1,1590 days 05:15:53,2.0326844272875043e-08,75.0,49196028.0
15450240,1651124873,0.497001477,1,1,1,1,189,2675,83,1,105,3006,4676,48,1,1469 days 16:01:02,-9.60089925862816e-08,83.0,-10415691.0
15450240,1531091421,0.0,1,1,0,1,35,860,59,1,84,1109,2426,22,0,80 days 09:23:30,-8.331010925187756e-09,0.0,-120033452.0
5468684,1524145611,0.0,0,0,0,0,47,953,70,3,93,1728,3634,27,0,0 days 00:00:00,-1.4397168940699501e-07,0.0,-6945810.0
5845425,1524145611,0.0,1,0,0,1,64,1226,27,2,54,1503,2280,0,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1645070848,0.524688491,1,1,1,1,100,1474,43,1,104,3133,4408,55,1,1399 days 14:20:37,8.2695723804949e-09,43.0,120925237.0
5468684,1524145611,0.0,1,0,0,1,70,1108,56,2,112,1775,3671,28,0,0 days 00:00:00,-8.2695723804949e-09,0.0,-120925237.0
5709457,1524145611,0.0,0,0,0,1,46,3752,57,2,107,1103,3233,0,0,0 days 00:00:00,0.0,0.0,0.0
6241515,1526798972,0.01756454,0,0,0,1,44,1441,177,2,113,1526,1430,26,0,30 days 17:02:41,3.7688049232652486e-07,0.0,2653361.0
6274288,1524145611,0.009751046,1,0,0,1,41,1574,79,1,123,2514,2097,25,0,0 days 00:00:00,-3.7688049232652486e-07,0.0,-2653361.0
5933267,1524145611,0.0,1,0,0,1,114,1584,60,3,87,1634,1456,28,0,0 days 00:00:00,0.0,0.0,0.0
6161826,1524145611,0.0,0,0,0,1,48,3167,33,2,100,1717,1240,0,0,0 days 00:00:00,0.0,0.0,0.0
6132482,1530073891,0.0,1,0,0,1,82,1138,72,3,70,1260,2153,27,0,68 days 14:44:40,1.686829906819516e-07,0.0,5928280.0
6041972,1524145611,0.0,1,0,0,1,30,908,16,2,92,1510,2213,1,0,0 days 00:00:00,-1.686829906819516e-07,0.0,-5928280.0
5917880,1524145611,0.0,1,0,0,1,36,2796,51,3,49,1753,2795,63,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1652773331,0.43792914,1,1,1,1,118,2579,70,1,113,1550,4244,54,1,1488 days 17:55:20,7.774373984083681e-09,70.0,128627720.0
12251406,1661999151,0.0,1,0,0,1,97,1912,19,3,104,2303,2890,30,0,1595 days 12:39:00,1.083914492153543e-07,0.0,9225820.0
15450240,1576872616,0.510588428,1,1,1,1,117,1748,61,1,93,1499,3426,24,0,610 days 06:23:25,-1.1747218420202349e-08,61.0,-85126535.0
5759021,1524145611,0.0,0,0,0,1,40,1516,65,1,70,2793,3774,25,0,0 days 00:00:00,-1.8965613540917032e-08,0.0,-52727005.0
15450240,1661999151,0.526178177,1,1,1,1,121,2807,16,1,108,1678,2231,53,1,1595 days 12:39:00,7.254075593561109e-09,16.0,137853540.0
5702229,1528723792,0.0,0,0,0,1,35,1480,63,2,95,1412,2580,26,0,52 days 23:43:01,-7.50326247479851e-09,0.0,-133275359.0
15450240,1661999151,0.462804586,1,1,0,1,45,2587,77,1,171,1713,5216,58,1,1595 days 12:39:00,7.50326247479851e-09,0.0,133275359.0
15450240,1638705695,0.523815935,1,1,1,1,125,2991,81,1,142,1586,6057,50,1,1325 days 22:14:44,-4.2930512329299694e-08,81.0,-23293456.0
15450240,1524145611,0.47118389,0,0,0,1,111,2613,47,1,94,2814,3769,25,0,0 days 00:00:00,-8.729043878843525e-09,0.0,-114560084.0
15450240,1582849228,0.0,0,0,0,1,47,1267,73,2,74,1124,2373,0,0,679 days 10:33:37,1.7034725475263303e-08,0.0,58703617.0
15450240,1654412509,0.58321769,1,1,1,1,189,2736,48,1,184,1491,5992,54,1,1507 days 17:14:58,1.3973646624726445e-08,48.0,71563281.0
5735367,1524145611,0.004160206,1,0,0,1,43,1185,69,2,70,1633,2965,23,0,0 days 00:00:00,-7.676547268362834e-09,0.0,-130266898.0
11901771,1524145611,0.0,1,1,0,1,110,2129,81,2,80,1374,3677,0,1,0 days 00:00:00,0.0,0.0,0.0
5767546,1524145611,0.0,1,0,0,1,45,1611,70,2,112,2263,4492,29,0,0 days 00:00:00,0.0,0.0,0.0
5468684,1594720169,0.475485873,1,0,0,1,103,2634,63,3,117,2077,5281,23,0,816 days 20:02:38,1.416941215558162e-08,0.0,70574558.0
15450240,1641612944,0.0,1,1,1,1,41,1786,28,3,77,1685,4259,59,1,1359 days 13:48:53,2.1325246799746873e-08,28.0,46892775.0
12503551,1582223468,0.554012175,0,0,0,1,40,1805,9,1,103,1279,4652,52,0,672 days 04:44:17,-1.6838000052399855e-08,0.0,-59389476.0
15450240,1636548159,0.018213117,1,0,1,1,64,1645,16,1,112,1618,2287,62,1,1300 days 22:55:48,1.840783595069137e-08,16.0,54324691.0
5950639,1524145611,0.0,1,0,0,1,50,2048,27,1,70,1276,1344,0,0,0 days 00:00:00,-8.896595475753806e-09,0.0,-112402548.0
5490885,1524145611,0.0,1,0,0,1,70,1476,58,2,65,1543,2737,0,0,0 days 00:00:00,0.0,0.0,0.0
6406720,1524145611,0.0,1,0,0,1,38,1538,83,3,108,1557,3582,24,0,0 days 00:00:00,0.0,0.0,0.0
6193296,1524145611,0.005039364,1,0,0,0,64,1264,71,2,99,1527,2038,0,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1653838345,0.450085174,1,1,1,1,66,1208,31,1,143,1706,4684,56,1,1501 days 01:45:34,7.710532187562643e-09,31.0,129692734.0
15450240,1657553571,0.0,1,1,1,1,37,2876,72,1,85,1411,1893,50,1,1544 days 01:46:00,2.691626296758259e-07,72.0,3715226.0
15450240,1652728031,0.48878209,1,1,1,1,102,1803,2,1,111,1564,2539,53,1,1488 days 05:20:20,-2.072306933524538e-07,2.0,-4825540.0
6160574,1524145611,0.0,1,1,0,1,47,1707,77,2,127,2657,2150,56,0,0 days 00:00:00,-7.777112921035395e-09,0.0,-128582420.0
15450240,1661999151,0.535276749,1,1,1,1,49,2197,38,3,89,1624,5328,55,1,1595 days 12:39:00,7.254075593561109e-09,38.0,137853540.0
5997109,1524145611,0.0,1,0,0,1,42,1008,82,2,113,1418,2677,0,0,0 days 00:00:00,-7.254075593561109e-09,0.0,-137853540.0
6341369,1524145611,0.0,1,0,0,0,70,1543,46,2,30,1463,2641,25,0,0 days 00:00:00,0.0,0.0,0.0
5926958,1524145611,0.0,1,0,0,1,30,1741,54,3,102,1425,3864,31,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1652627004,0.556918948,1,1,1,1,51,2012,7,1,81,1587,5049,54,1,1487 days 01:16:33,7.783228190871188e-09,7.0,128481393.0
11238900,1630971519,0.002916978,1,0,1,1,81,1532,22,1,79,1444,2940,55,0,1236 days 09:51:48,-4.6177677387507136e-08,22.0,-21655485.0
15450240,1657847148,0.484735083,1,0,1,1,57,3346,78,1,86,1182,2983,57,0,1547 days 11:18:57,3.72084314752224e-08,78.0,26875629.0
15450240,1661999151,0.48201957,1,1,1,1,189,2504,40,1,71,1436,2419,53,1,1595 days 12:39:00,2.408476101775456e-07,40.0,4152003.0
5610713,1658960740,0.020789369,1,0,1,1,46,2497,54,1,107,1728,3147,30,0,1560 days 08:38:49,-3.291193982644218e-07,54.0,-3038411.0
5797343,1524145611,0.000714064,1,1,0,1,48,718,2,3,88,2902,2305,1,1,0 days 00:00:00,-7.417565130987636e-09,0.0,-134815129.0
15450240,1661999151,0.498650393,1,1,1,1,86,1651,75,1,160,2450,3138,59,1,1595 days 12:39:00,7.254075593561109e-09,75.0,137853540.0
6234083,1524145611,0.0,1,0,0,1,44,1525,59,2,84,1375,3235,25,0,0 days 00:00:00,-7.254075593561109e-09,0.0,-137853540.0
15450240,1524145611,0.0,1,1,1,1,46,3630,48,3,95,2210,3157,52,1,0 days 00:00:00,0.0,48.0,0.0
5675283,1655551942,0.0,1,1,0,0,113,1654,46,1,203,1962,2943,30,0,1520 days 21:45:31,7.609983418531029e-09,0.0,131406331.0
5765815,1524145611,0.0,1,0,0,0,64,1389,61,1,82,1605,2479,27,0,0 days 00:00:00,-7.609983418531029e-09,0.0,-131406331.0
15450240,1658950046,0.585473892,1,1,1,1,46,3229,43,3,102,2995,5461,57,1,1560 days 05:40:35,7.418153564458022e-09,43.0,134804435.0
5965110,1527381434,0.035956472,0,0,0,0,67,1425,41,3,94,1575,1174,0,0,37 days 10:50:23,-7.600597017775031e-09,0.0,-131568612.0
5794325,1524145611,0.0,1,0,1,1,44,880,31,2,74,1577,1697,0,0,0 days 00:00:00,-3.090403894156139e-07,31.0,-3235823.0
15450240,1641770374,0.441056374,1,1,1,1,91,2690,70,1,99,2495,4318,59,1,1361 days 09:32:43,8.501611178591705e-09,70.0,117624763.0
15450240,1658271068,0.430051267,1,1,1,1,61,1448,45,1,93,1518,3112,55,1,1552 days 09:04:17,6.060351158563391e-08,45.0,16500694.0
6430012,1525063955,0.0,1,0,0,1,106,2919,33,2,99,2683,3307,28,0,10 days 15:05:44,-7.507106621250774e-09,0.0,-133207113.0
5468684,1524145611,0.0,1,0,0,0,60,1053,71,2,117,1598,3160,0,0,0 days 00:00:00,-1.0889165715679529e-06,0.0,-918344.0
5476194,1524145611,0.0,0,0,0,0,37,1503,60,2,35,1253,1538,0,0,0 days 00:00:00,0.0,0.0,0.0
6573306,1644756659,0.492349923,1,1,1,1,37,1761,50,1,111,1699,4881,57,1,1395 days 23:04:08,8.291114425935508e-09,50.0,120611048.0
15450240,1635366931,0.0,1,1,0,1,43,1130,51,1,39,1436,2504,32,1,1287 days 06:48:40,-1.0649935759587499e-07,0.0,-9389728.0
13973991,1640023511,0.445998329,1,1,0,1,99,1555,50,1,77,1239,3351,51,1,1341 days 04:18:20,2.1474988081381618e-07,0.0,4656580.0
15450240,1654332518,0.454177469,1,1,1,1,75,979,73,1,93,1490,2602,51,1,1506 days 19:01:47,6.988605149190297e-08,73.0,14309007.0
5761109,1661999151,0.0,1,1,1,1,111,1595,81,1,107,1304,3698,50,1,1595 days 12:39:00,1.3043535539003888e-07,81.0,7666633.0
5885554,1524564277,0.0,1,0,0,1,73,1495,78,1,78,868,4699,54,0,4 days 20:17:46,-7.276173586043379e-09,0.0,-137434874.0
15450240,1661314970,0.479026758,1,0,1,1,41,1612,48,2,76,1935,5015,57,0,1587 days 14:35:59,7.312577202076775e-09,48.0,136750693.0
9015398,1524145611,0.0,1,0,0,0,130,971,63,2,108,1486,2606,3,0,0 days 00:00:00,-7.290257877489972e-09,0.0,-137169359.0
6229847,1526323706,0.0,1,0,0,0,40,1485,53,1,64,1314,3023,26,0,25 days 05:01:35,4.591167970175773e-07,0.0,2178095.0
15450240,1586464971,0.0,1,1,1,1,64,1511,56,1,283,1502,3126,52,1,721 days 06:56:00,1.662751855984406e-08,56.0,60141265.0
15450240,1639662454,0.513022436,1,1,1,1,44,939,84,1,54,1371,4235,26,0,1337 days 00:00:43,1.879788184715431e-08,84.0,53197483.0
5890095,1524145611,0.0,1,0,0,1,44,1010,52,1,64,1439,1222,27,0,0 days 00:00:00,-8.656746272056621e-09,0.0,-115516843.0
15450240,1661873732,0.493381171,1,1,1,1,189,1111,70,1,112,1760,5656,59,1,1594 days 01:48:41,7.260681353519663e-09,70.0,137728121.0
6557681,1527320063,0.0,0,0,0,1,47,1526,58,2,104,1755,2501,0,0,36 days 17:47:32,-7.431978685025676e-09,0.0,-134553669.0
6097060,1530008215,0.0,0,0,0,1,44,1402,55,2,126,1436,3248,24,0,67 days 20:30:04,3.7200277365268033e-07,0.0,2688152.0
15450240,1638213774,0.539887573,1,1,1,1,68,3850,49,1,97,1530,2389,56,1,1320 days 05:36:03,9.241669367467526e-09,49.0,108205559.0
11577963,1524145611,0.0,1,0,0,1,54,943,41,2,79,1651,1877,49,0,0 days 00:00:00,-8.766688037222095e-09,0.0,-114068163.0
15450240,1635937705,0.425284125,1,1,1,1,117,2900,74,1,94,2344,2983,57,1,1293 days 21:21:34,8.945176391453944e-09,74.0,111792094.0
5807917,1524145611,0.021132282,0,0,0,1,49,1258,57,2,51,1566,2817,27,0,0 days 00:00:00,-8.945176391453944e-09,0.0,-111792094.0
5468684,1532577442,0.0,1,1,0,1,77,1622,48,2,100,1374,2600,34,1,97 days 14:10:31,1.1859820245448469e-07,0.0,8431831.0
15266872,1598110857,0.490570078,1,1,1,1,32,2546,33,1,106,1649,4030,60,1,856 days 01:54:06,1.5259390953454815e-08,33.0,65533415.0
15450240,1646705142,0.420207764,1,1,0,1,31,1469,66,1,102,2434,2987,29,0,1418 days 12:18:51,2.0578551572474005e-08,0.0,48594285.0
15450240,1645428272,0.502388662,1,0,1,1,63,1558,67,1,176,1605,4839,56,1,1403 days 17:37:41,-7.831650833679231e-07,67.0,-1276870.0
15450240,1524145611,0.0,1,1,1,1,44,3651,69,1,69,1625,4740,0,1,0 days 00:00:00,-8.245201678086532e-09,69.0,-121282661.0
6111340,1524145611,0.0,1,0,0,1,30,1137,58,1,218,1258,5332,29,0,0 days 00:00:00,0.0,0.0,0.0
5737289,1524145611,0.0,0,0,0,1,31,1629,11,3,105,1049,1336,0,0,0 days 00:00:00,0.0,0.0,0.0
15396113,1642236316,0.517749079,1,1,1,1,38,1395,54,1,78,1556,1055,27,1,1366 days 18:58:25,8.468066982917921e-09,54.0,118090705.0
5468684,1526189382,0.0,1,1,0,1,40,3850,76,2,100,2446,3666,24,0,23 days 15:42:51,-8.617203105081604e-09,0.0,-116046934.0
5468684,1527867146,0.0,0,0,0,1,36,1379,49,1,101,1619,3334,25,0,43 days 01:45:35,5.96031384628589e-07,0.0,1677764.0
6339258,1524145611,0.0,1,0,0,1,71,1014,49,2,62,1270,3677,27,0,0 days 00:00:00,-2.687063268248183e-07,0.0,-3721535.0
15450240,1524145611,0.0,0,0,0,1,93,1126,30,1,88,1372,4995,50,0,0 days 00:00:00,0.0,0.0,0.0
14059425,1659542215,0.0,1,0,0,0,68,1520,19,3,99,1783,4525,53,1,1567 days 02:10:04,7.385709614991525e-09,0.0,135396604.0
15450240,1524145611,0.554813643,1,1,0,1,49,1285,43,1,97,3273,6579,55,1,0 days 00:00:00,-7.385709614991525e-09,0.0,-135396604.0
6465235,1524145611,0.0,1,0,0,1,30,1565,35,2,78,1102,1042,28,1,0 days 00:00:00,0.0,0.0,0.0
14688568,1524145611,0.0,1,0,0,1,57,973,51,1,93,1341,4119,57,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1647429735,0.61792601,1,1,1,1,122,2587,63,1,102,2914,6643,51,1,1426 days 21:35:24,8.111344490714798e-09,63.0,123284124.0
5914415,1524145611,0.0,0,0,0,1,41,1002,59,1,99,1343,2071,0,0,0 days 00:00:00,-8.111344490714798e-09,0.0,-123284124.0
15450240,1524145611,0.0,0,0,0,1,74,1065,58,2,89,1572,5086,52,0,0 days 00:00:00,0.0,0.0,0.0
5470218,1524145611,0.0,1,0,0,1,56,1566,89,2,79,1516,3502,0,0,0 days 00:00:00,0.0,0.0,0.0
6034809,1524145611,0.013599589,1,0,0,0,65,1155,57,2,51,1467,3104,26,0,0 days 00:00:00,0.0,0.0,0.0
14885240,1524145611,0.48954074,1,1,1,1,44,1491,84,3,114,1652,4188,24,0,0 days 00:00:00,0.0,84.0,0.0
14853294,1636846787,0.0,1,1,1,1,64,1113,73,2,85,1766,2877,28,0,1304 days 09:52:56,8.873021875122225e-09,73.0,112701176.0
15450240,1524145611,0.0,1,0,0,1,39,1779,71,1,76,2444,4646,0,0,0 days 00:00:00,-8.873021875122225e-09,0.0,-112701176.0
5729032,1524450909,0.0,1,0,0,0,33,944,54,2,56,1685,2417,27,0,3 days 12:48:18,3.2754882115179267e-06,0.0,305298.0
6013284,1524145611,0.0,1,0,0,1,37,1630,30,2,99,1619,3128,25,0,0 days 00:00:00,-3.2754882115179267e-06,0.0,-305298.0
15450240,1656396750,0.509424835,0,0,1,0,61,907,63,1,47,1530,5148,54,1,1530 days 16:25:39,7.561371550834054e-09,63.0,132251139.0
8162019,1524145611,0.0,0,0,0,0,116,1503,52,2,77,1425,4244,26,0,0 days 00:00:00,-7.561371550834054e-09,0.0,-132251139.0
6419383,1524145611,0.0,1,0,0,1,39,1109,49,3,70,1420,3075,0,0,0 days 00:00:00,0.0,0.0,0.0
5468684,1524145611,0.0,1,0,0,0,45,995,77,3,37,2580,2839,27,0,0 days 00:00:00,0.0,0.0,0.0
5682678,1584552235,0.0,1,1,1,1,130,1200,38,2,108,1767,5326,0,0,699 days 03:37:04,1.6554475879996207e-08,38.0,60406624.0
15450240,1524145611,0.509737528,1,1,0,1,106,1709,58,1,126,1508,3077,29,1,0 days 00:00:00,-1.6554475879996207e-08,0.0,-60406624.0
15450240,1642575478,0.492651231,1,1,1,1,118,1577,55,1,100,1477,5196,57,1,1370 days 17:11:07,8.443815950582803e-09,55.0,118429867.0
14936531,1527519832,0.0,1,0,0,1,41,1552,55,1,118,1650,3741,23,0,39 days 01:17:01,-8.69144657186141e-09,0.0,-115055646.0
15450240,1655031873,0.543891555,1,1,1,1,69,1416,51,1,73,1510,1594,55,0,1514 days 21:17:42,7.842396625115585e-09,51.0,127512041.0
5553541,1524145611,0.0,0,0,0,1,73,1210,83,3,95,1621,2951,24,0,0 days 00:00:00,-7.640221247971769e-09,0.0,-130886262.0
6458515,1527788985,0.019449248,0,0,0,1,31,1354,77,2,30,1437,2237,26,0,42 days 04:02:54,2.744708613499465e-07,0.0,3643374.0
15450240,1644031573,0.514645696,1,1,1,1,108,2618,61,3,69,2034,5557,27,1,1387 days 13:39:22,8.602699038324922e-09,61.0,116242588.0
6428080,1524145611,0.0,1,0,0,0,33,1472,85,2,62,1678,2245,30,0,0 days 00:00:00,-8.341260171895689e-09,0.0,-119885962.0
6511309,1524145611,0.0,1,0,0,0,43,3710,89,2,70,1474,1741,22,0,0 days 00:00:00,0.0,0.0,0.0
5851587,1524145611,0.0,1,0,0,1,73,1063,55,2,91,1654,987,25,0,0 days 00:00:00,0.0,0.0,0.0
6257767,1524145611,0.009871926,1,0,0,0,51,1101,47,2,59,1675,3440,0,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1631996273,0.462245493,1,1,1,1,113,2566,58,1,35,2738,5083,58,1,1248 days 06:31:02,9.272080314166268e-09,58.0,107850662.0
5842998,1524145611,0.454690504,1,1,0,1,107,978,49,1,90,1617,2935,62,0,0 days 00:00:00,-9.272080314166268e-09,0.0,-107850662.0
5468684,1661520173,0.545045782,1,1,0,1,98,1520,63,2,30,1587,1551,59,1,1589 days 23:36:02,7.279368068158063e-09,0.0,137374562.0
5509456,1617402557,0.0,1,1,0,1,94,1773,49,3,88,1461,4567,0,0,1079 days 08:42:26,-2.2666682624011235e-08,0.0,-44117616.0
5791258,1526398134,0.0,0,0,0,1,49,1740,78,2,112,1723,3525,0,0,26 days 01:42:03,-1.0988476900732616e-08,0.0,-91004423.0
14547093,1661999151,0.460189396,1,1,1,1,39,1031,58,1,77,1620,3842,53,1,1595 days 12:39:00,7.374575959116885e-09,58.0,135601017.0
5632104,1524145611,0.0,1,0,0,1,41,1324,57,1,65,1288,2482,23,0,0 days 00:00:00,-7.254075593561109e-09,0.0,-137853540.0
15450240,1641826059,0.494970475,1,0,1,1,68,1511,51,1,182,1952,2700,51,1,1362 days 01:00:48,8.497588316455083e-09,51.0,117680448.0
6486807,1524145611,0.002266199,0,0,0,0,36,1406,52,2,61,1654,945,0,0,0 days 00:00:00,-8.497588316455083e-09,0.0,-117680448.0
5840679,1524145611,0.0,1,0,0,1,45,1690,38,2,161,1626,1407,27,0,0 days 00:00:00,0.0,0.0,0.0
5799720,1524145611,0.0,1,0,0,1,38,2356,68,2,92,1551,2761,0,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1649975605,0.53840413,1,0,0,0,51,1769,61,1,76,1076,3584,59,0,1456 days 08:46:34,7.947230769159855e-09,0.0,125829994.0
10129897,1650689875,0.0,0,0,0,1,111,3454,49,1,98,2539,4771,52,0,1464 days 15:11:04,1.400030800677615e-06,0.0,714270.0
15450240,1524791444,0.519702975,1,1,1,1,39,1364,56,3,46,1510,4044,62,1,7 days 11:23:53,-7.94291074207271e-09,56.0,-125898431.0
6058638,1563190116,0.0,1,0,0,1,64,1282,45,2,91,1533,3688,26,0,451 days 21:41:45,2.6042567305452645e-08,0.0,38398672.0
5468684,1532749674,0.0,0,0,0,1,55,1533,36,2,59,1236,2196,26,0,99 days 14:01:03,-3.285103416041068e-08,0.0,-30440442.0
5782924,1524145611,0.0,1,0,0,1,37,2470,38,3,39,1062,1583,0,0,0 days 00:00:00,-1.1622416060877287e-07,0.0,-8604063.0
15231424,1524145611,0.0,1,1,0,1,31,1551,60,2,89,1879,2103,29,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1658194061,0.0,1,0,0,1,132,3325,42,3,88,1482,4036,0,0,1551 days 11:40:50,7.459989279995405e-09,0.0,134048450.0
5534416,1647372921,0.0,0,1,0,1,104,1889,81,3,103,1376,4022,51,0,1426 days 05:48:30,-9.241170523623205e-08,0.0,-10821140.0
15372123,1661999151,0.567877187,1,1,1,1,189,1130,41,3,239,1361,2938,59,0,1595 days 12:39:00,6.837031825699445e-08,41.0,14626230.0
15450240,1645666532,0.48829052,1,0,0,1,58,2917,50,1,105,1449,1581,31,1,1406 days 11:48:41,-6.122716754734805e-08,0.0,-16332619.0
6036202,1524145611,0.03922356,1,1,0,1,46,1074,58,1,76,1373,2892,26,0,0 days 00:00:00,-8.229035722992916e-09,0.0,-121520921.0
15450240,1524145611,0.006422666,1,1,1,1,58,1305,47,1,177,1536,2916,29,1,0 days 00:00:00,0.0,47.0,0.0
15450240,1524145611,0.0,1,0,0,0,69,2099,65,2,91,1429,3004,28,1,0 days 00:00:00,0.0,0.0,0.0
6099957,1534634887,0.0,0,0,0,1,46,1767,56,1,100,1590,3557,27,0,121 days 09:41:16,9.533546452586433e-08,0.0,10489276.0
15450240,1654400438,0.421878791,1,1,1,1,105,2695,43,1,81,2331,5766,57,1,1507 days 13:53:47,8.34964638537838e-09,43.0,119765551.0
15421271,1661999151,0.496703507,1,1,1,1,96,947,74,1,76,1264,4534,28,0,1595 days 12:39:00,1.316012329982722e-07,74.0,7598713.0
15450240,1524145611,0.000529315,1,0,0,1,46,1858,54,2,56,1449,2819,53,1,0 days 00:00:00,-7.254075593561109e-09,0.0,-137853540.0
15450240,1564091161,0.448433169,1,1,1,1,74,1601,46,1,215,1512,4669,51,1,462 days 07:59:10,2.5034077638184982e-08,46.0,39945550.0
